Sample,gyr_y_Autocorrelation,gyr_y_Centroid,gyr_y_Curve distance,gyr_y_Fundamental frequency,gyr_y_Histogram_0,gyr_y_Histogram_1,gyr_y_Histogram_2,gyr_y_Histogram_3,gyr_y_Histogram_4,gyr_y_Histogram_5,gyr_y_Histogram_6,gyr_y_Histogram_7,gyr_y_Histogram_8,gyr_y_Histogram_9,gyr_y_Interquartile range,gyr_y_Kurtosis,gyr_y_Linear regression,gyr_y_Max,gyr_y_Max power spectrum,gyr_y_Maximum frequency,gyr_y_Maximum peaks,gyr_y_Mean,gyr_y_Mean absolute deviation,gyr_y_Mean absolute diff,gyr_y_Mean diff,gyr_y_Median,gyr_y_Median absolute deviation,gyr_y_Median absolute diff,gyr_y_Median diff,gyr_y_Median frequency,gyr_y_Min,gyr_y_Minimum peaks,gyr_y_Root mean square,gyr_y_Signal distance,gyr_y_Skewness,gyr_y_Spectral centroid,gyr_y_Spectral decrease,gyr_y_Spectral kurtosis,gyr_y_Spectral maximum peaks,gyr_y_Spectral roll-off,gyr_y_Spectral roll-on,gyr_y_Spectral skewness,gyr_y_Spectral slope,gyr_y_Spectral spread,gyr_y_Spectral variation,gyr_y_Standard Deviation,gyr_y_Sum absolute diff,gyr_y_Total energy,gyr_y_Variance,gyr_y_Zero crossing rate
1835,102.57590621187414,0.5210604950382347,-3172.1895716636163,7.936507936507936,0.0,0.0,0.0,0.0,0.0,0.2659574468085104,0.9574468085106385,1.48936170212766,1.3297872340425534,0.9574468085106385,0.5720557241223465,-0.18510787225290137,-0.06809455194738886,1.9682312293191817,0.5089983190631041,35.714285714285715,19.0,0.7868416691987874,0.34577930689565006,0.1295266224146393,-0.002558553094563629,0.6997837223338235,0.2575811290037118,0.11084837473684173,-0.005751586417133803,7.142857142857142,0.05854554076938226,20.0,0.8951951001207875,128.66735213980715,0.6953420557232494,10.6623210685399,-0.40289511070990325,4.837881230809337,23.0,35.714285714285715,0.7936507936507936,1.4892813175398572,-0.1868345313312733,121.1077401798292,0.8324592603552865,0.42691270172335305,16.44988104665919,80.76843008808987,0.18225445489273262,0.0
1836,61.139665047982625,0.6487857671690955,-1738.6041812334054,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.28455284552845506,0.5284552845528456,1.2601626016260166,1.7073170731707321,1.2195121951219514,0.31335638442811303,-0.3966749144556565,0.03569551019872577,1.111992918595819,0.22792045882252476,38.095238095238095,19.0,0.6480082139738375,0.1955945742187264,0.12912807659303774,-0.0010087712470758941,0.6840485511987484,0.16667492782203952,0.11314308818109131,-0.0057632400456740784,11.904761904761903,0.05854554076938226,20.0,0.6911249041869091,128.7033102296893,-0.3752250785284175,14.568095810727986,0.09309204085197711,3.618642236610177,20.0,38.095238095238095,1.5873015873015872,1.0949234211477932,-0.10144017394985046,126.67828509922927,0.23590857264384557,0.24028938347293155,16.399265727315793,48.14146854171861,0.05773898780980155,0.0
1837,65.03900684337687,0.5894892287196801,-1822.5328705219895,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.1260504201680671,0.6722689075630254,1.3865546218487397,1.5966386554621852,1.2184873949579835,0.33823714293471413,-0.39370058026924015,-0.007995726712685851,1.342254991224813,0.1910562663939214,34.12698412698413,18.0,0.6677460164745636,0.2037177502800206,0.12659669526495898,0.0018325898668682696,0.6984319844831826,0.18347364632279844,0.10560718427713545,0.007858988863489513,11.11111111111111,0.07990724582062146,19.0,0.7128234290228413,128.70996114375006,0.02349445188075848,13.578602345934188,-0.007122210653550302,3.5457018194714474,23.0,34.12698412698413,1.5873015873015872,1.0330554184095482,-0.10665272017651459,109.55262964904637,0.4972582606953747,0.24946442320746595,16.07778029864979,51.211816412107765,0.06223249844623367,0.0
1838,69.45489202668553,0.6309224451172162,-1822.6128532301868,6.349206349206349,0.0,0.0,0.0,0.0,0.0,0.0446428571428571,0.7142857142857144,1.473214285714286,1.7857142857142863,0.9821428571428574,0.3015269002693688,0.06556686979893334,0.04592949796178441,1.40198626870502,0.18228763653238786,37.3015873015873,19.0,0.6880304672890425,0.20799800718579856,0.10859944174104612,0.007448965498839657,0.6900487322267314,0.1637930082726048,0.06853610990572467,0.007858988863489513,11.904761904761903,0.17692917131515204,19.0,0.7366249683240995,128.46612024869802,0.47537047469249505,14.309017795164946,0.1445007695390168,3.913359293963043,20.0,37.3015873015873,2.380952380952381,1.148627735604532,-0.10642963352389355,118.80602052553286,0.26500764126268694,0.26311674222767045,13.792129101112858,54.68889135959489,0.06923042004050237,0.0
1839,76.83644035051626,0.5695385126811272,-2070.5421844080834,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.09708737864077661,0.7766990291262137,1.213592233009709,1.9902912621359228,0.9223300970873788,0.3357032234202886,-0.26291428366406455,-0.012706189463841696,1.4367923468917714,0.3144859794715567,35.714285714285715,17.0,0.7232935340603543,0.22050552676381024,0.10437842089847375,-0.0006496250679201307,0.7099906666928808,0.1706653331870287,0.06856789914161843,-0.014198713278602226,8.73015873015873,0.1686651234040803,17.0,0.7747804142067662,128.3401202017868,0.333150614316564,12.182752260896443,-0.5074355622837932,4.986455454535443,22.0,35.714285714285715,1.5873015873015872,1.4533392489938868,-0.12158320041830735,109.69070467294013,0.39426072744483653,0.2777249607523445,13.256059454106166,60.50113413426477,0.07713115382489127,0.0
1840,152.93723468053372,0.6293207660162528,-2699.004272509947,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538475,1.0000000000000002,0.8461538461538464,2.7692307692307696,0.39574849901914466,-0.15840702517574723,0.014408144785967036,1.8935594035566359,0.5015087380009169,30.95238095238095,18.0,1.0292910837359834,0.2819211730058131,0.13054041740505695,0.0010927048975090446,0.990079993400725,0.18431554820533425,0.08894187586351743,-0.001961184772557356,7.936507936507936,0.29934025916002116,18.0,1.0930792038739323,128.94141469109016,0.36639884601687966,11.405377791124932,-0.5231401454744347,4.074086072344271,23.0,30.95238095238095,1.5873015873015872,1.2057300984246808,-0.15874393123783956,94.73223287871107,0.5546152511447734,0.36794294514676396,16.578633010442232,120.42301943349112,0.13538201088327453,0.0
1841,99.88168065152553,0.49999375981912064,-2625.8099084479218,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.4591836734693878,1.3775510204081636,1.5816326530612248,1.5816326530612248,0.38935011751171444,0.2849901973118363,-0.06603777966218745,1.738636655863369,0.49687786921540705,32.53968253968254,22.0,0.8169935146794345,0.2599484381271647,0.1242576759384148,-0.0015737021718031249,0.7801549018452772,0.1955234861493073,0.08773457449388034,-0.010445158262582077,8.73015873015873,0.21535142943491647,22.0,0.8833604191325549,128.83980251435742,0.80368607717858,11.348896537767462,-0.2815136946016992,4.138032290041746,20.0,32.53968253968254,0.7936507936507936,1.1982230422803974,-0.1544560778715841,102.9196569860284,0.7456545961195934,0.33592741338239684,15.78072484417868,78.64699263899648,0.11284722706178775,0.0
1842,82.74833592370817,0.698014591968611,-2088.0867947556844,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.3301886792452831,1.4150943396226419,2.075471698113208,1.1792452830188682,0.31657192607876816,0.33947285649016923,0.08487855884590847,1.5266612612678163,0.23516851646629539,35.714285714285715,22.0,0.7567580835638061,0.21187519304343705,0.11085475116657341,0.006058071787528099,0.7000359552070674,0.14179981293497163,0.06806641104413269,0.0009515127048128624,9.523809523809524,0.21535142943491647,23.0,0.8040344360809244,128.454779110069,0.7876488367352827,13.055225641669402,-0.07331318748464755,4.02781327996152,21.0,35.714285714285715,0.7936507936507936,1.1746944915314703,-0.12236123265845132,115.57611547096437,0.43545741478596844,0.2716405296799526,14.078553398154822,65.15617001866785,0.07378857736480521,0.0
1843,92.85515393663785,0.5679077108781062,-2121.3430340925443,6.349206349206349,0.0,0.0,0.0,0.0,0.0,0.052631578947368376,0.42105263157894746,1.3684210526315792,2.1578947368421058,1.0000000000000002,0.422641131073935,-0.4472662258693947,-0.053978566802734426,1.5266612612678163,0.2275440443247447,38.888888888888886,22.0,0.7982058402529296,0.2424919876272406,0.13203355421934915,-0.007147548174012762,0.7341744541008475,0.19712313398720632,0.08834597125425736,0.003667386484694668,11.11111111111111,0.17517548846989753,21.0,0.8517223081086835,128.91491770004708,0.529127882983051,14.061331034860919,0.06879271657344799,3.877051414105092,21.0,38.888888888888886,2.380952380952381,1.1817416939073544,-0.12396727499299623,124.35591536383384,0.299017750888363,0.29715034362439774,16.768261385857343,73.11429443829752,0.08829832671609766,0.0
1844,102.63800165028955,0.71416061980299,-2735.045426113156,7.936507936507936,0.0,0.0,0.0,0.0,0.0,0.05319148936170208,0.6914893617021278,1.2765957446808514,2.1808510638297878,0.797872340425532,0.47156784817417785,0.5629862148355529,0.08764720593869084,2.0800558425690068,0.2982348453339065,32.53968253968254,24.0,0.8153662420129839,0.29104681606443705,0.12866941619212746,-0.0015023609285384045,0.7430217447172982,0.22811863126840626,0.08471678930006932,0.01668231646628726,8.73015873015873,0.17517548846989753,25.0,0.8954660171625092,128.91755393174944,0.8557856658362992,11.297350095771135,-0.36994181789658187,3.9277093469945883,20.0,32.53968253968254,0.7936507936507936,1.1232438083779794,-0.1608977178503392,107.33454125517298,0.8558549895427747,0.3701854660552074,16.341015856400187,80.81732413408628,0.13703727927851111,0.0
1845,102.15365966422576,0.5857311887708169,-2739.0747320010178,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.052631578947368376,0.6315789473684212,1.1052631578947372,2.263157894736843,0.9473684210526317,0.4400678055671978,0.739854916746435,-0.02324064522009861,2.0800558425690068,0.4545382757852364,35.714285714285715,22.0,0.8150165524935019,0.28164528166789254,0.1277546025864359,0.004721945660751798,0.7435593097887492,0.211637702954728,0.09519410605382772,0.005034268172181333,9.523809523809524,0.18588699944908843,22.0,0.8933506960464986,128.81726347609342,0.8228293711003403,11.85649704222389,-0.21505968631949718,4.457402769906498,18.0,35.714285714285715,0.7936507936507936,1.3055547816092634,-0.16095281060239502,120.05518935951126,0.8202975602279027,0.3658189241802157,16.22483452847736,80.43595249151633,0.1338234852883704,0.0
1846,88.40816191376032,0.5667519140863494,-2085.610223729336,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.10101010101010093,0.45454545454545464,1.262626262626263,1.9696969696969702,1.2121212121212124,0.39483048713849234,-0.3345514205961062,-0.02974939217227282,1.6052072682106362,0.39700354760249223,40.476190476190474,20.0,0.774996554110738,0.24275823653635525,0.12003807184801853,-0.005778409285865143,0.7216700889064303,0.18884225782707836,0.09091792333418813,-0.006954746263684863,10.317460317460316,0.18588699944908843,20.0,0.831076870663149,128.5885582834447,0.3476333868016183,13.756503842838075,-0.415404412304031,3.4839944909576848,21.0,40.476190476190474,1.5873015873015872,1.1306521082624235,-0.12198716555785648,149.4215727228065,0.6228618361563467,0.3001151546785576,15.244835124698353,69.6127259163467,0.09006910606773455,0.0
1847,84.50581886139447,0.47077199759774474,-2114.732072386919,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.04950495049504946,0.5940594059405943,1.633663366336634,1.3861386138613865,1.336633663366337,0.4448578055749701,-0.4664693365026622,-0.0929528716296226,1.6052072682106362,0.2420851623451355,38.095238095238095,21.0,0.7553311046637716,0.25383756475103947,0.10715323306792272,-0.0037421429294034777,0.6673026000687285,0.22138523784574568,0.07421978069239732,0.00022038242304123212,9.523809523809524,0.1918677639716046,21.0,0.8125279748135718,128.37940775359903,0.44747630930502486,12.906967477518585,-0.6867252447092002,3.706156940181458,21.0,38.095238095238095,0.7936507936507936,1.145806157483528,-0.12396847880253502,123.56049379733122,0.5708190711138097,0.2994605686598001,13.608460599626186,66.5400148514917,0.08967663218205084,0.0
1848,0.4273849639390276,0.41233348491334115,-210.34796345901088,2.380952380952381,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.043094074731369086,-0.13115247258089324,-0.013322759115942636,0.13306342622836834,0.5866013974048359,33.33333333333333,21.0,0.04725830427904213,0.027310399607848923,0.004281883957663118,-0.00013950059068257244,0.03512264992395283,0.013007656234702418,0.002928597514134719,-0.000504066894131603,3.1746031746031744,0.00885964387081695,20.0,0.05778360520747778,127.0023449984823,1.0296422529166724,7.34511054061253,-0.9522573096632481,7.225117817388312,22.0,33.33333333333333,0.7936507936507936,2.159694523416856,-0.012448996548137817,99.3380461520791,0.958633180519685,0.033250529431019915,0.543799262623216,0.3365235936527776,0.0011055977074431215,0.0
1849,0.053119557499806805,0.3660940513280781,-60.334877166442986,7.142857142857142,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.012937967039920648,-0.0980346737622253,-0.004557222914760074,0.041856242873732304,0.42750960128784404,41.269841269841265,22.0,0.018058575841727285,0.007900247044479818,0.002035906205050854,-0.0002455859632895162,0.013955629335617732,0.004827490826860111,0.0014930361823571447,-0.00045853169672597713,7.142857142857142,0.003444914361234415,22.0,0.020371463937754714,127.00045334740503,0.939475220826253,12.561418484502603,-0.3560486863538543,3.280243357466065,20.0,41.269841269841265,0.7936507936507936,1.1757349792103953,-0.0035398473615682264,175.25258291184406,0.9135627911750285,0.009427851374296496,0.25856008804145847,0.04182642322819434,8.888438153582432e-05,0.0
1850,0.01630013762867094,0.5201161796806638,-27.834928887105715,6.349206349206349,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.005217569638065198,0.5226624310810326,-0.000895381275590233,0.024042832225753704,0.1474239143866803,38.888888888888886,25.0,0.01053595236500628,0.003129218022361801,0.0024018406999384446,1.0230078686036458e-05,0.01050681903915141,0.002740052034457451,0.0019403162315053402,-0.00018812519715512982,13.492063492063492,0.002150023684824907,26.0,0.011284716444111111,127.00056790297721,0.4228928702246513,15.252278170563098,0.07962928582507087,3.1260379959624727,17.0,38.888888888888886,0.7936507936507936,0.897344569019127,-0.0016201872018830874,130.20708222849197,0.3685228154398257,0.00404209512336243,0.3050337688921825,0.012834754038323576,1.6338532986310338e-05,0.0
1851,0.011373423941352451,0.5676919659457974,-25.195369538682705,7.142857142857142,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.005484549282536306,-0.6170471002104185,-0.00053391190497469,0.018278980979928878,0.26094862991553375,39.682539682539684,31.0,0.00860069063292241,0.0032356370392443087,0.0025538308587623624,-2.1835044352212353e-05,0.008075630208678715,0.0030220283692978882,0.0023238242329532994,-0.00044908573138018396,13.492063492063492,0.002150023684824907,31.0,0.009426286360058028,127.00059173454949,0.4175772465953733,16.240345610796403,-0.10212018443843764,2.7526889285350205,22.0,39.682539682539684,1.5873015873015872,0.832403189812353,-0.0014606131291404728,141.0214991432219,0.2830360316877564,0.0038578485168000985,0.32433651906282,0.008955451922324765,1.4882995178576718e-05,0.0
1852,0.011453224882284223,0.6385055753017358,-27.24093596233802,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.00444841406209665,1.1924245026791223,0.0002742167117708056,0.023784556388768245,0.17897135927444546,40.476190476190474,33.0,0.008508584359972825,0.003185252527162773,0.002301967769438139,-4.527978545940335e-05,0.007690019518389985,0.002362526469656562,0.0018421742013820658,-2.9730426001177424e-06,11.904761904761903,0.0021125843814919594,33.0,0.009459298039117147,127.00055922683032,1.0595595833197153,15.800492593878708,0.0060713288651944265,2.678855862555156,20.0,40.476190476190474,0.7936507936507936,0.8243136187789971,-0.0015822100610217871,155.81713663890304,0.36086796639794483,0.00413307531773513,0.29234990671864364,0.009018287308885214,1.7082311582071345e-05,0.0
1853,0.016751110882528456,0.6783036285192076,-32.836356519920656,7.142857142857142,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.005987637697987224,-0.1052081162033911,0.0009358904802408825,0.023784556388768245,0.2184099947859306,41.269841269841265,33.0,0.010364022062729964,0.003877144743486942,0.002285838161053395,0.00013462721600571192,0.00918752333959683,0.002736441392614396,0.0017969446565579573,8.980290817029975e-05,11.11111111111111,0.0021125843814919594,34.0,0.01143975759226364,127.00058695560274,0.7826656094914741,15.410521544433106,-0.01712396250316546,2.6089387991230053,20.0,41.269841269841265,0.7936507936507936,0.8146203798029827,-0.0019101657626293587,163.66943189926826,0.4118354893637919,0.0048430466085925845,0.2903014464537812,0.013189851088605084,2.3455100453000137e-05,0.0
1854,0.12311958106498787,0.820166981120539,-128.59628672838767,5.555555555555555,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.02228588221397212,0.06854432311410452,0.005485683436137315,0.07356637549937997,0.7443745855859015,32.53968253968254,25.0,0.02452577296290008,0.015412385034596963,0.0031529833109780977,4.3633341596970525e-05,0.016412152786309798,0.007507233965769241,0.0021189045065107635,-3.453249092965488e-06,3.968253968253968,0.003237135478753704,25.0,0.031014056926984217,127.00115407799736,1.1448974170710164,7.932908509923541,-0.8385227032643944,6.349080506139341,21.0,32.53968253968254,0.7936507936507936,1.9410732864394702,-0.007605191574875404,100.47933482468636,0.9482075403727608,0.018983102687455945,0.40042888049421843,0.09694455201967549,0.00036035818764249705,0.0
1855,1.405777293344336,0.9485963479161392,-404.4220549297261,4.761904761904762,0.0,0.0,0.0,0.0,0.0,4.648437499999996,0.35156250000000006,0.0,0.0,0.0,0.10682496852773662,-0.6180712335468783,0.03220474448581312,0.23553324664370126,0.589852959193079,25.396825396825395,15.0,0.0829249211970981,0.05573648729502374,0.0073512611552570654,0.0002448317823484231,0.06041397803577386,0.044336889578307684,0.0060208861474376485,0.0003604299507130593,3.1746031746031744,0.01138371472650006,15.0,0.10479806822767596,127.0061754502161,0.7307353734442772,6.071414997412861,-0.42638139247542917,10.46520470963173,20.0,25.396825396825395,0.7936507936507936,2.6577415316835213,-0.02396883845827987,73.22564190344639,0.9718973335492999,0.06407879952611234,0.9336101667176473,1.1069112546018394,0.004106092548707694,0.0
1856,2.398699861915201,0.6413402142888581,-444.26331638845556,2.380952380952381,0.0,0.0,0.0,0.0,0.0,4.4140624999999964,0.5859375000000001,0.0,0.0,0.0,0.07331436188399532,-0.3042152868129713,0.0019167236035497362,0.25559441611828015,0.19428134711122838,34.12698412698413,17.0,0.12445602627864465,0.04517836800344095,0.0142640376941769,0.0006751461113954566,0.1220264010017984,0.037267484391698635,0.01114651129575836,0.0031031584169228105,6.349206349206349,0.01213521546404432,18.0,0.13689354503121215,127.02157456605666,0.23919113447433538,9.721630036428337,-0.5203999700375749,5.570050530534418,22.0,34.12698412698413,0.7936507936507936,1.7127821475777518,-0.026207313868821403,108.61646842945919,0.8259156352691038,0.05701350887414158,1.8115327871604663,1.8887400487521269,0.0032505401941418212,0.0
1857,1.3071745723007901,0.3562833684693988,-413.86946049929657,2.380952380952381,0.0,0.0,0.0,0.0,0.0,4.765624999999996,0.23437500000000006,0.0,0.0,0.0,0.07569051990355413,0.9414360896152165,-0.02606522435686046,0.25559441611828015,0.3735819759951235,30.158730158730158,19.0,0.08382932342550554,0.04290354682249986,0.012329049417080771,0.00010736231754875988,0.08102891273802945,0.038071663451876764,0.008008491220438507,0.00039962802116354224,5.555555555555555,0.00647705942060595,19.0,0.10105593177097484,127.01892671964845,1.0275642169028416,8.81058811452543,-0.131560879079461,6.011212291860275,20.0,30.158730158730158,0.7936507936507936,1.7600441877945785,-0.0244475206025471,90.94823282205769,0.8590748885039916,0.05643532475428763,1.565789275969258,1.0292713167722758,0.0031849458801219096,0.0
1858,0.4968096310899688,0.5862973702318259,-200.44908527083143,5.555555555555555,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.05646653849284578,-1.45705950839853,-0.0023134845447596703,0.11148950782271863,0.6536394386511762,36.507936507936506,18.0,0.05415512731954849,0.028355762448433797,0.005152658879813464,-0.0003709680314494682,0.0462734030794337,0.026084539205423248,0.0038406598698979173,-7.506774409157466e-05,4.761904761904762,0.00647705942060595,19.0,0.06230028284759533,127.00330577879377,0.2296629321553504,9.38746345980637,-1.3971154470861786,5.697933851144302,18.0,36.507936507936506,0.7936507936507936,1.7684178907309143,-0.011830688345031887,118.99280989045346,0.9133031733316674,0.03079849716940543,0.65438767773631,0.3911886858976132,0.0009485474278938743,0.0
1859,0.48147828531278847,0.39856761482208836,-177.0767127623407,4.761904761904762,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.04757060823229267,-1.2355361420960695,-0.00749150987380382,0.10642174920722969,0.3004471681280476,27.777777777777775,17.0,0.054992169317884664,0.024011416459966097,0.004001214528774164,0.00015888192468621162,0.04961982903670821,0.02274114791700947,0.003243320417231483,0.0009056513460067236,3.1746031746031744,0.014448536017658905,17.0,0.06133146911664648,127.00166321704516,0.30550601004597516,7.138979429823855,-1.5078111179818676,7.251397179144627,20.0,27.777777777777775,0.7936507936507936,2.08504987784198,-0.01048245400954778,82.16312122176994,0.9366185034709787,0.027155301834434927,0.5081542451543188,0.37911676008880985,0.000737410417719265,0.0
1860,0.6050242027463097,0.7260431487863698,-202.68145378829612,2.380952380952381,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.04395598455081544,-1.1371077921244401,0.009728717541658563,0.11697045826104907,0.3536743851807145,30.95238095238095,17.0,0.06336358534920784,0.02307430981658153,0.006713518909432715,0.00025307614045316513,0.06189326947370477,0.02258401092339314,0.0052633878174168786,0.0012986394158605013,7.142857142857142,0.015403093495119901,16.0,0.06875137514228748,127.00491654446651,0.09363224396818869,9.194485614160044,-0.5808030640139956,6.163666846909763,19.0,30.95238095238095,0.7936507936507936,1.7661288424567896,-0.011965891977531805,94.6278773161091,0.840411039031981,0.026679723305334288,0.8526169014979548,0.47639701003646434,0.0007118076356491976,0.0
1861,0.5811601548431502,0.4704763214272779,-197.21751658325093,6.349206349206349,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.04519449178162259,-1.1732253751493764,-0.009657160768709146,0.11697045826104907,0.4574659779726741,38.888888888888886,21.0,0.061948327955106026,0.02342628220264536,0.007939254650552275,-0.0002763642936982232,0.05468582568373416,0.021035173853468318,0.006859042019014758,-0.0001288322279027615,7.142857142857142,0.01872733709728865,20.0,0.06738185000214904,127.00669890059955,0.20504917954993926,11.205387343037664,-0.22696385659788296,4.589668597492477,20.0,38.888888888888886,0.7936507936507936,1.5310521997362045,-0.011604004061381557,138.48599539439,0.7019055860556476,0.02650883575864359,1.0082853406201389,0.4576064211363388,0.0007027183732787411,0.0
1862,1.2565400457809177,0.8084734683136362,-377.03181266830615,6.349206349206349,0.0,0.0,0.0,0.0,0.0,4.687499999999996,0.31250000000000006,0.0,0.0,0.0,0.05128606193667915,1.5401780051534217,0.02580440045285029,0.24736960828882437,0.3053357883352144,41.269841269841265,21.0,0.08143338912626659,0.04138834987307988,0.007923402127140274,0.0012809091651906706,0.0676364518069187,0.025835550798091002,0.006122145280919124,0.0009963184684104454,4.761904761904762,0.01872733709728865,20.0,0.09907935762641691,127.0069831562831,1.4715024541464705,10.906255738469607,0.032719878951311225,4.135918001038704,23.0,41.269841269841265,0.7936507936507936,1.506536434155359,-0.022196490849694703,166.36001682330726,0.8887236217608583,0.05643865911831593,1.0062720701468146,0.9894016108511163,0.003185322243073466,0.0
1863,2.2092931417526396,0.6188939670932634,-457.22862753251366,6.349206349206349,0.0,0.0,0.0,0.0,0.0,4.3749999999999964,0.6250000000000001,0.0,0.0,0.0,0.09092385520196275,-0.6825999544317654,0.0011652049657768914,0.24736960828882437,0.40435857518676843,37.3015873015873,15.0,0.11691568302644413,0.05078236414234382,0.013327194450415766,0.0009944138974313857,0.09736994758160597,0.03600864228609013,0.01038277716666644,0.0009963184684104454,6.349206349206349,0.02305420785591221,14.0,0.13137770994328718,127.01931663407231,0.5847267105230912,9.848967249633098,-0.25345822758436515,5.648477479119499,16.0,37.3015873015873,0.7936507936507936,1.8077898703766622,-0.026966690943867236,121.1200180435796,0.6927499296299939,0.059923498999996154,1.6925536952028022,1.7396008990178264,0.00359082573240254,0.0
1864,1.5438521114215253,0.42445923921419226,-404.7014006986005,3.968253968253968,0.0,0.0,0.0,0.0,0.0,4.687499999999996,0.31250000000000006,0.0,0.0,0.0,0.07100161913814948,0.012458512211873884,-0.02204311878801127,0.23881397890482517,0.13068864422757637,42.06349206349206,13.0,0.09603047181112595,0.04204520385793068,0.01291845759324776,-0.001615788602560244,0.0864675440080865,0.0348463938636355,0.009466624198660109,-0.0030366039657960323,7.936507936507936,0.008692328967216159,14.0,0.10982415317443002,127.01872406394045,0.6989897486929529,12.301287452159013,-0.32233408427023164,4.142365390773046,21.0,42.06349206349206,0.7936507936507936,1.4596688251268948,-0.02375798484996227,155.33642501635114,0.5273932009803772,0.05328689430069283,1.6406441143424655,1.2156315837964766,0.0028394931042132103,0.0
1865,0.5528391950291659,0.39408077432370636,-208.1424884811441,7.142857142857142,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.05414405053587402,-0.6907420003083575,-0.013529559378537457,0.14208661806365652,0.4840396495550975,42.06349206349206,19.0,0.056861017257933945,0.028776161980950163,0.005812208887315728,-0.0009154019882308671,0.05243459615564501,0.024907008963765437,0.004369587070809006,-0.0004165742960036533,7.142857142857142,0.008692328967216159,19.0,0.06571952686352328,127.00382889186703,0.48666218271797407,12.757707824651225,0.036407140770351676,3.330779799924444,21.0,42.06349206349206,0.7936507936507936,1.1874118950839565,-0.012206035331912142,177.9432808907755,0.9309442289393515,0.0329527074389692,0.7381505286890975,0.4353064527788707,0.0010858809275582958,0.0
1866,0.5508943380280715,0.7579441022632972,-311.76489210933244,5.555555555555555,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.0475618612253784,2.8057965134841787,0.015549038859227548,0.19210791753155346,0.18969287551698852,38.888888888888886,18.0,0.05186070955723648,0.03088147202780514,0.006889776468555971,0.0009970278849755667,0.035153735049020904,0.01893718231854298,0.004228207780481826,0.000335943958515994,6.349206349206349,0.0033875846304849484,17.0,0.06560382622869118,127.00692950079305,1.6408814843652126,10.850916017876383,-0.3011882873842975,4.867475476640478,18.0,38.888888888888886,0.7936507936507936,1.6340466354820524,-0.01835597998149561,136.80409300519722,0.6640294715739652,0.040178711030398544,0.8750016115066084,0.4337750693134421,0.0016143288200642695,0.0
1867,0.9716800724907446,0.6921744892330481,-371.54833459642936,7.936507936507936,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.08274372679403313,-0.6419771462832657,0.0043890631774232535,0.19210791753155346,0.427651653724833,28.57142857142857,12.0,0.07070749201587018,0.042121932517242555,0.00994341943606859,0.000140271342845176,0.0648303679533514,0.04120143185563964,0.006530333856607312,0.0005320220791049587,4.761904761904762,0.0033875846304849484,13.0,0.08712778297612042,127.01196570631184,0.6603864083674901,7.534867934504364,-0.15800435735440202,8.749791573480508,18.0,28.57142857142857,0.7936507936507936,2.3126549880323926,-0.02198427379383187,72.53249505052898,0.7843910431853643,0.05090875307017054,1.2628142683807109,0.7651024192840506,0.002591701139159598,0.0
